,Ene_FLAT_VOL30_PEAK70,Dist_FLAT_VOL30_PEAK70,Ene_FLAT_VOL100_PEAK0,Dist_FLAT_VOL100_PEAK0,Ene_FLAT_VOL10_PEAK90,Dist_FLAT_VOL10_PEAK90,Ene_UKE7_VOL30_PEAK70,Dist_UKE7_VOL30_PEAK70,Ene_UKE7_VOL100_PEAK0,Dist_UKE7_VOL100_PEAK0,Ene_UKE7_VOL10_PEAK90,Dist_UKE7_VOL10_PEAK90,Ene_Cmg_VOL30_PEAK70,Dist_Cmg_VOL30_PEAK70,Ene_Cmg_VOL100_PEAK0,Dist_Cmg_VOL100_PEAK0,Ene_Cmg_VOL10_PEAK90,Dist_Cmg_VOL10_PEAK90
49,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,66.10375060586708,23.005227698903784,66.10375060586708,80.28675637747132,66.10375060586708,6.252002164584131,70.28576903138803,18.71004387281643,70.28576903138803,80.2862021211709,70.28576903138803,5.630260295758458
50,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,66.10375060586708,23.005227698903784,66.10375060586708,80.28675637747132,66.10375060586708,6.252002164584131,67.41947422225212,18.71004387281643,67.41947422225212,80.2862021211709,67.41947422225212,5.630260295758458
51,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,66.10375060586708,23.005227698903784,66.10375060586708,80.28675637747132,66.10375060586708,6.252002164584131,59.02281304824967,18.71004387281643,59.02281304824967,80.2862021211709,59.02281304824967,5.630260295758458
52,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,66.10375060586708,23.005227698903784,66.10375060586708,80.28675637747132,66.10375060586708,6.252002164584131,58.68870506436266,18.71004387281643,58.68870506436266,80.2862021211709,58.68870506436266,5.630260295758458
53,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,66.10375060586708,23.005227698903784,66.10375060586708,80.28675637747132,66.10375060586708,6.252002164584131,63.54206314608972,18.71004387281643,63.54206314608972,80.2862021211709,63.54206314608972,5.630260295758458
54,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,66.10375060586708,23.005227698903784,66.10375060586708,80.28675637747132,66.10375060586708,6.252002164584131,72.27283230397919,18.71004387281643,72.27283230397919,80.2862021211709,72.27283230397919,5.630260295758458
55,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,74.2159339997431,18.71004387281643,74.2159339997431,80.2862021211709,74.2159339997431,5.630260295758458
56,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,34.81756884717245,18.71004387281643,34.81756884717245,80.2862021211709,34.81756884717245,49375.57055354865
57,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,0.0,18.71004387281643,0.0,80.2862021211709,0.0,5.630260295758458
58,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,0.0,18.71004387281643,0.0,80.2862021211709,0.0,5.630260295758458
59,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,0.0,18.71004387281643,0.0,80.2862021211709,0.0,5.630260295758458
60,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,0.0,39017.736203251116,0.0,80.2862021211709,0.0,5.630260295758458
61,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,0.0,18.71004387281643,0.0,80.2862021211709,0.0,5.630260295758458
62,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,0.0,18.71004387281643,0.0,80.2862021211709,0.0,5.630260295758458
63,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,0.0,18.71004387281643,0.0,80.2862021211709,0.0,5.630260295758458
64,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,37.38492493388316,18.71004387281643,37.38492493388316,80.2862021211709,37.38492493388316,5.630260295758458
65,68.61636061500617,38704.065728927875,68.61636061500617,80.28675614986983,68.61636061500617,49810.11002914529,71.50924989441941,38704.06296236631,71.50924989441941,80.28675637747132,71.50924989441941,49811.41735680885,130.5043369693386,18.71004387281643,130.5043369693386,80.2862021211709,130.5043369693386,5.630260295758458
66,68.61636061500617,38704.065728927875,68.61636061500617,80.28675614986983,68.61636061500617,49810.11002914529,71.50924989441941,38704.06296236631,71.50924989441941,80.28675637747132,71.50924989441941,49811.41735680885,144.9940726915962,39017.736203251116,144.9940726915962,80.2862021211709,144.9940726915962,49375.57055354865
67,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,120.5602282910174,18.71004387281643,120.5602282910174,80.2862021211709,120.5602282910174,5.630260295758458
68,68.61636061500617,38704.065728927875,68.61636061500617,80.28675614986983,68.61636061500617,49810.11002914529,71.50924989441941,38704.06296236631,71.50924989441941,80.28675637747132,71.50924989441941,49811.41735680885,116.2432014465826,18.71004387281643,116.2432014465826,80.2862021211709,116.2432014465826,49375.57055354865
69,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,116.2432014465826,39017.736203251116,116.2432014465826,80.2862021211709,116.2432014465826,5.630260295758458
70,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,112.6383521467491,18.71004387281643,112.6383521467491,80.2862021211709,112.6383521467491,5.630260295758458
71,68.61636061500617,23.004792065472156,68.61636061500617,80.28675614986983,68.61636061500617,5.652321551220301,71.50924989441941,23.005227698903784,71.50924989441941,80.28675637747132,71.50924989441941,6.252002164584131,94.61410564758151,18.71004387281643,94.61410564758151,80.2862021211709,94.61410564758151,5.630260295758458
