,As,total_costs_centralised,total_costs_decentralised,Ps_total_centralised,Ps_total_decentralised,Sto_total_centralised,Sto_total_decentralised,Sl_total_centralised,Sl_total_decentralised,Gap_final,Status
0,150000,9295.832645917068,9489.484601406348,0.0,0.0,0.006249999999999998,0.006250000000000007,0.20122296276648338,0.21152917687408293,0.0037746936542607345,Solved
